Alexandria, VA (alexandria-va), 158726, (33.7237617, -116.2673237)
Chesapeake, VA (chesapeake-va), 247011, (36.7183708, -76.2466798)
Hampton, VA (hampton-va), 135464, (52.5324707, -0.2763797)
Newport News, VA (newport+news-va), 179062, (36.9775016, -76.42977)
Norfolk, VA (norfolk-va), 242803, (36.8968052, -76.2602336)
Richmond, VA (richmond-va), 232226, (-32.8652, 151.5012)
Virginia Beach, VA (virginia+beach-va), 451231, (36.8529841, -75.9774183)
Bellevue, WA (bellevue-wa), 148073, (47.6144219, -122.192337)
Everett, WA (everett-wa), 112482, (47.9673056, -122.2013998)
Kent, WA (kent-wa), 130676, (47.3826903, -122.2270272)
Renton, WA (renton-wa), 101494, (47.4799078, -122.2034496)
Seattle, WA (seattle-wa), 769714, (47.6038321, -122.3300624)
Spokane, WA (spokane-wa), 222050, (47.6571934, -117.4235106)
Spokane Valley, WA (spokane+valley-wa), 102893, (47.6571104, -117.2613936)
Tacoma, WA (tacoma-wa), 219945, (47.2495798, -122.4398746)
Vancouver, WA (vancouver-wa), 186192, (45.6306954, -122.6744557)
Green Bay, WI (green+bay-wi), 103836, (44.5126379, -88.0125794)
Madison, WI (madison-wi), 263094, (43.074761, -89.3837613)
Milwaukee, WI (milwaukee-wi), 589067, (43.0349931, -87.922497)
